"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
25.42,NA,89,3,69.7,11.75,"Alpha","ui","alta","success"
24.62,9.04,78,4,77.8,6.24,"Gamma","auth","media","success"
28.37,33.73,86,5,60.5,9.6,"Beta","test","baja","success"
13.69,21.73,93,3,62.3,2.81,"Gamma","api","alta","success"
38.3,13.19,61,5,92.3,13.81,"Alpha","test","media","success"
53.29,NA,91,3,70.4,14.29,"Gamma","auth","media","rolled_back"
62.83,9.6,83,4,53,8.78,"Delta","auth","media","success"
9.7,32.06,79,4,57.4,4.45,"Delta","api","alta","success"
17.4,33.56,83,2,NA,7.54,"Beta","auth","media","rolled_back"
83.89,20.83,85,3,58.6,30.05,"Gamma","db","media","success"
129.52,21.21,73,3,82.1,55.13,"Gamma","auth","baja","success"
20.95,63.39,88,1,67,NA,"Alpha","db","crítica","success"
34,11.67,93,4,83.7,6.24,"Gamma","ui","alta","success"
19.2,19.32,75,3,60.3,5.43,"Gamma","api","baja","success"
7.23,9.71,75,6,66.5,6.63,"Alpha","ui","media","rolled_back"
49.19,18.4,91,1,67.4,12.57,"Delta","db","alta","success"
17.61,7.47,74,4,53.4,NA,"Beta","auth","media","rolled_back"
45.56,8.71,78,2,63.1,8.96,"Delta","ui","alta","success"
85.53,16.96,89,6,65.8,6.8,"Delta","auth","baja","success"
22.85,8.4,106,2,55.3,23.45,"Beta","db","alta","success"
86.49,17.38,79,2,89.2,8.22,"Beta","api","alta","success"
23.26,27.67,83,6,76.5,7.45,"Delta","infra","media","failed"
108.12,10.33,90,2,71.2,6.93,"Alpha","db","media","success"
59.35,22.24,83,2,50.5,25.34,"Beta","api","crítica","failed"
36.16,9.72,82,3,57.5,10.88,"Beta","auth","alta","success"
46.38,10.85,104,2,82.2,6.58,"Gamma","auth","media","success"
32.09,16.77,92,7,100,6.18,"Delta","auth","media","success"
36.96,27.04,78,3,47.8,2.37,"Delta","db","media","success"
30.49,15.55,82,1,48.5,3.17,"Beta","ui","media","success"
20.03,15.75,81,3,72.6,4.91,"Beta","infra","media","success"
99.4,48.16,81,2,73.7,27.84,"Gamma","ui","media","success"
15.23,16.12,77,2,64,4.99,"Gamma","test","baja","success"
58.61,16.26,83,4,70.6,2.63,"Gamma","auth","alta","success"
132.73,10.53,109,7,100,25.84,NA,"infra","baja","rolled_back"
11.18,9.88,83,6,66.1,1.47,"Gamma","auth","crítica","success"
15.77,12.84,77,4,90.1,6.16,"Delta","ui","baja","rolled_back"
14.56,23.68,80,2,75.6,6.11,"Beta","ui","baja","rolled_back"
33.48,15.22,100,5,66.6,6.56,"Beta","ui","baja","success"
22.85,28.66,82,2,78,3.47,"Gamma","ui","media","success"
60.57,9.51,90,2,67.7,6.96,"Alpha","auth","alta","rolled_back"
76.24,14.22,81,1,71.8,2.01,"Delta","api","media","success"
106.97,15.13,75,3,45.3,6.65,"Delta","test","crítica","success"
24.36,16.88,81,3,67.3,5.51,"Alpha","db","baja","failed"
31.09,25.04,89,1,44.8,8.63,"Gamma","api","media","success"
32.57,23.26,100,2,88,24.95,"Alpha","infra","alta","success"
14.72,15.08,85,2,56.8,22.19,"Beta","db","media","rolled_back"
12.88,9.83,81,6,99.1,13.63,"Beta","auth","media","success"
14.06,4.53,98,3,93.7,3.34,"Gamma","infra","baja","success"
28.89,15.5,78,NA,NA,2.55,"Delta","auth","baja","success"
25.99,28.47,77,3,68.4,12.57,"Gamma","infra","media","success"
35.55,22.72,93,2,69.5,6.5,"Gamma","auth","baja","rolled_back"
27.62,29.14,72,3,64.7,13.76,"Alpha","ui","baja","success"
14.41,8.06,70,2,71.8,5.29,"Beta","auth","alta","failed"
8.55,12.69,86,4,78.6,4,"Beta","ui","baja","success"
15.05,18.39,NA,3,67.3,17.32,"Alpha","api","alta","success"
53.07,12.3,NA,1,77.7,4.11,"Alpha","db","alta","success"
11.94,20.22,91,1,77.3,12.07,"Delta","ui","alta","success"
40.76,26.09,72,1,83.1,4.23,"Delta","ui","alta","success"
22.2,16.86,107,3,81.8,4.89,"Gamma","test","alta","success"
24.26,4.49,74,3,NA,2.16,"Gamma","auth","alta","success"
50.36,14.34,79,3,91.4,2.58,"Alpha","db","media","success"
NA,32.09,96,3,77.6,8.29,"Alpha","auth","media","success"
51.86,15.96,90,NA,80,4.06,"Beta","api","crítica","failed"
85.77,13.3,90,5,47.5,42.22,"Beta","api","baja","failed"
75.25,13.13,NA,3,68.7,15.06,"Gamma","db","baja","success"
16.82,23.4,62,4,79.7,5.32,"Beta","ui","alta","success"
37.84,17.66,98,4,95.3,2.7,"Gamma","db","baja","failed"
39,32.94,80,2,50.4,13.36,"Beta","db","alta","success"
14.01,30.53,94,5,88.2,7.27,"Alpha","ui","alta","rolled_back"
25.19,17.18,81,1,47.6,3.08,"Gamma","auth","media","rolled_back"
65.09,3.33,106,3,70.1,20.12,"Delta","ui","alta","failed"
57.14,89.37,99,2,71.5,6.02,"Alpha","db","media","success"
38.59,64.64,65,2,60.9,12.4,"Alpha","api","crítica","success"
40.78,11.34,95,3,NA,10.22,"Beta","api","alta","success"
22.02,18.77,86,5,80.3,9.14,"Alpha","infra","baja","success"
47.9,14.87,63,2,65.4,12.79,"Alpha","auth","baja","failed"
43.04,71.23,77,4,90.9,5.17,"Delta","api","media","success"
36.97,5.33,86,1,77.5,15.91,"Beta","test","media","success"
78.39,7.38,98,3,64.1,16.01,"Gamma","db","media","failed"
22.95,25.23,69,3,55,44.42,"Beta","ui","media","success"
17.73,14.54,74,1,64.4,2.39,"Beta","api","baja","failed"
34.79,20.39,88,0,52.5,15.13,"Alpha","auth","alta","rolled_back"
21.74,27.26,86,1,59.5,13.49,"Beta",NA,"baja","success"
14.58,16.78,93,2,89.5,17.2,"Alpha","ui","media","failed"
10.22,33.7,72,2,63.4,13.98,"Alpha","db","alta","failed"
29.56,16.11,101,4,84.6,15.83,"Gamma","auth","alta","rolled_back"
82.49,10.92,96,2,62.6,7.7,"Alpha","api","media","success"
48.91,32.98,89,5,79.9,4.65,"Gamma","ui","crítica","rolled_back"
52.56,5.86,82,2,40.9,12.9,"Beta","infra","crítica","success"
49.59,16.27,92,NA,56.3,8.14,"Gamma","api","baja","success"
13.77,3.26,100,2,57.6,8.87,"Beta","db","media","success"
13.24,12.27,80,5,75,5.81,"Gamma","api","crítica","success"
48.15,9.63,91,3,80.5,4.58,"Beta","test","alta","success"
25.93,26.77,75,6,67.4,2.43,"Delta","api","media","success"
NA,24.84,99,3,73.2,8.1,"Alpha","infra","baja","success"
17.21,NA,105,0,63.9,3.05,"Beta","db","alta","failed"
22.08,21.78,88,4,NA,9.07,"Gamma","db","media","success"
102.84,4.21,76,2,72.3,25.77,"Gamma","test","alta","rolled_back"
13.82,16.39,95,3,75.7,4.49,"Beta","infra","baja","rolled_back"
42.03,8.24,69,4,58,7.03,"Gamma","api","crítica","success"
28.6,13.58,65,2,43.5,19.33,"Beta","db","media","failed"
117.64,12.64,84,6,84,7.88,"Beta","infra","baja","success"
13.13,41.05,95,5,79.1,3.69,"Beta","ui","media","success"
14.77,10.12,76,2,72.2,10.54,"Alpha","db","alta","success"
19.93,8.71,84,0,67.6,3.83,"Gamma","ui","baja","success"
9,17.26,93,3,83.2,4.6,"Delta","api","media","failed"
24.53,19.69,82,5,97.5,15.14,"Beta","ui","alta","success"
14.07,6.82,81,5,65.1,5.65,"Alpha","db","baja","success"
19.34,38.48,74,4,68.6,11.01,"Delta","api","alta","success"
85.71,6.91,92,1,51.2,8.34,"Delta","ui","media","success"
34.55,17.39,69,3,63.9,16.01,"Beta","ui","media","success"
71.02,35.33,88,1,100,NA,"Alpha","ui","media","success"
31.95,11.32,101,3,95.3,8.52,"Gamma","ui","baja","rolled_back"
18.64,36.14,96,2,70.7,11.97,"Gamma","auth","crítica","success"
36.67,22.08,73,4,65.5,3.65,"Alpha","auth","alta","success"
27.22,6.52,84,2,64.1,4.22,"Beta","api","media","success"
52.52,12.23,98,1,64,15.87,"Alpha","infra","media","failed"
18.53,19.4,98,3,71.6,18.09,"Gamma","ui","baja","rolled_back"
41.26,17.75,75,2,87.4,15.4,"Beta","auth","crítica","success"
17.18,16.58,97,3,76.9,4.62,"Beta","test","alta","success"
47.96,26.78,83,3,63.3,1.33,"Delta","test","baja","success"
26.17,12.68,85,3,59.2,3.2,"Alpha","db","baja","failed"
71.8,14.25,94,0,61.7,1.87,"Delta","api","alta","success"
31.38,20.39,87,2,68.2,6.36,"Beta","db","media","success"
46.31,6.16,96,4,81.1,5.9,"Beta","ui","baja","failed"
79.59,25.24,79,2,64.6,16.53,"Beta","ui","media","success"
52.99,5.39,72,2,78.7,4.11,"Gamma","db","media","success"
36.88,41.25,85,2,82.9,9.64,"Alpha","ui","alta","success"
NA,17.02,93,4,72.2,7.91,"Delta","infra","baja","failed"
44.79,10.11,67,5,42.7,19,"Gamma","auth","media","success"
12.47,32.25,95,3,61.3,15.69,"Alpha","api","baja","rolled_back"
64.49,8.22,81,6,55.4,3.61,"Gamma","db","media","success"
21.44,28.9,92,5,97.4,16.11,"Beta","api","baja","failed"
39.82,17.2,90,2,62.6,12.69,"Delta","infra","media","success"
17.11,45.01,81,1,57,2.19,"Gamma","db","crítica","success"
36.35,12.44,79,7,58.5,8.12,"Delta","api","media","success"
34.26,24.67,80,3,77.8,1.37,"Gamma","auth","crítica","failed"
30.79,9.61,87,2,79.3,10.23,"Delta","db","alta","rolled_back"
23.98,9.23,91,2,52.1,15.7,"Alpha","auth","media","success"
12.02,39.17,90,5,72.4,6.81,"Alpha","test","media","failed"
207.07,16.82,78,4,59.3,NA,"Gamma","api","crítica","failed"
15.01,10.87,80,3,77.9,4.06,"Gamma","test","baja","success"
51.55,26.92,88,5,75.9,14.97,"Alpha","infra","crítica","rolled_back"
17.81,17.34,91,3,77,4.14,"Beta","infra","media","success"
13.44,14.81,81,3,63.9,10.83,"Beta","api","media","rolled_back"
92.6,9.47,96,3,91.2,13.54,"Alpha","auth","media","success"
23.54,32.64,79,3,55.8,10.25,"Delta","api","media","success"
29.73,18.73,80,1,73.1,9.22,"Gamma","api","alta","success"
127.26,15.26,89,2,73.2,11.62,"Alpha","test","baja","failed"
55.31,6.54,91,2,42.7,19.62,"Gamma","infra","alta","success"
41.61,24.18,98,4,77.5,5.81,"Beta","auth","crítica","rolled_back"
23.39,49.95,92,3,70.6,3.63,"Alpha","db","alta","success"
27.71,17.25,85,3,63.5,16.07,"Alpha","infra","baja","success"
27.73,NA,81,1,76.4,1.3,"Beta","infra","media","failed"
25.13,13.12,93,2,73.9,2.46,"Gamma","db","media","success"
90.83,13.7,75,3,39.6,25.05,"Delta","test","media","success"
32.83,16.1,87,2,98,5.8,"Beta","db","media","rolled_back"
19.34,22.78,94,3,65.7,9.78,"Delta","api","alta","success"
63.39,43.33,94,2,91.4,6.4,"Gamma","api","alta","failed"
36.14,25.02,80,1,80.9,26.42,"Alpha","infra","media","success"
9.09,17.69,72,5,100,6.94,"Gamma","infra","crítica","success"
17.38,14.76,78,4,68.1,7.43,"Beta","ui","alta","success"
22.18,29.25,68,1,66.4,3.24,"Alpha","auth","alta","success"
44.44,21.61,94,4,88.7,2.87,"Delta","test","baja","success"
19.09,9.96,97,1,96.3,13.45,"Delta","infra","baja","rolled_back"
32.52,25.79,84,2,70.7,11.78,"Alpha","db","media","success"
NA,8.75,93,1,70.6,6.58,"Beta","ui","alta","success"
74.05,6.71,86,1,83.9,2.44,"Alpha","auth","media","success"
NA,18.49,76,6,95.2,2.09,"Alpha","api","media","success"
30.92,132.98,89,1,60.5,7.45,"Gamma","auth","media","success"
15.94,28.01,73,4,99,11.89,"Delta","infra","crítica","failed"
26.24,8.23,70,3,NA,4.98,"Alpha","db","alta","rolled_back"
59.23,8.77,91,5,74.4,3.75,"Gamma","ui","alta","failed"
18.71,24.17,87,3,51.8,6.74,"Beta","api","crítica","failed"
23.59,9.57,94,1,82,4.2,"Delta","db","crítica","failed"
27.23,22.81,86,4,80.4,9.27,"Beta","infra","media","success"
7.68,20.12,81,0,65.5,10.46,"Alpha","auth","crítica","success"
33.81,13.21,78,2,56,8.6,"Alpha","api","alta","rolled_back"
7.22,7.47,87,7,79.8,5.13,"Beta","api","media","success"
104.37,40.75,90,4,84.5,4.1,"Delta","ui","media","failed"
31.36,6.19,111,6,62.9,11.69,"Beta","api","baja","success"
23.58,12.47,68,4,83,7.1,"Gamma","db","media","rolled_back"
28.12,6.92,95,2,76.1,7.07,"Delta","auth","media","failed"
52.44,16.61,73,2,70.7,12.36,"Gamma","ui","alta","success"
28.99,11.02,74,0,67.2,3.6,"Alpha","ui","crítica","failed"
38.13,20.37,86,5,68.3,2.36,"Gamma","api","media","success"
46.85,16.64,84,1,91.5,18.46,"Delta","api","media","success"
21.54,21.78,92,2,94.6,41.13,"Alpha","ui","media","failed"
21.67,36.22,87,3,60.5,7.71,"Gamma","auth","baja","success"
NA,50.76,95,2,52.9,22.19,"Beta","db","alta","success"
38.19,7.27,90,2,56.5,12.35,"Delta","infra","baja","success"
40.67,21.28,82,1,81.3,4.84,"Alpha","test","crítica","success"
118.24,12.81,93,2,100,4.3,"Delta","test","crítica","failed"
44.11,65.65,79,5,66.1,23.92,"Alpha","api","alta","success"
9.83,14.34,92,1,91.7,3.66,"Delta","auth","alta","rolled_back"
89.68,7.8,62,3,33.7,6.25,"Gamma","api","media","success"
6.67,37.94,81,6,67.8,6.8,"Alpha","auth",NA,"success"
36.67,34.71,86,3,85.6,7.23,"Alpha","test","media","failed"
NA,27.14,94,0,69.6,4.34,"Alpha","api","baja","success"
27.76,31.56,76,2,82.6,28.98,"Beta","db","media","failed"
15.9,13.8,69,0,62.1,2.5,"Gamma","db","baja","success"
30.66,5.96,88,4,75,NA,"Beta","api","baja","success"
32.19,29.74,90,3,75,3.51,"Delta","infra","media","success"
27.08,9.44,82,4,94.9,1.43,"Gamma","infra","baja","success"
24.99,47.94,86,4,81.1,9.89,"Gamma","auth","alta","success"
30.19,6.93,81,5,70.7,5.51,"Gamma","ui","media","success"
11.09,12.11,93,NA,58.7,3,"Alpha","test","alta","success"
87.04,12.32,75,5,95.4,16.78,"Gamma","test","media","success"
57.02,41.93,96,2,66.2,12.8,"Alpha","api","media","rolled_back"
23.54,12.65,73,5,56.5,4.89,"Delta","db","baja","rolled_back"
22.29,26.71,76,4,73.9,5.67,"Beta","ui","crítica","success"
31.61,17.83,71,8,98.9,14.08,"Gamma","ui","media","rolled_back"
37.44,6.19,98,4,60.3,9.73,"Beta","api","alta","success"
35.69,24.32,73,5,80.2,55.69,"Alpha","test","baja","success"
15.43,10.3,83,3,47.9,5.53,"Delta","api","alta","success"
56.84,91.36,77,6,29.9,9.33,"Delta","test","crítica","rolled_back"
50.87,10.87,83,1,80.1,6.22,"Beta","api","alta","failed"
30.9,11.92,85,4,46.9,5.55,"Gamma","ui","alta","success"
34.51,28.15,70,0,100,23.51,"Gamma","auth","media","failed"
31.83,14.48,82,5,79.5,12.61,"Beta","api","crítica","success"
39.09,13.22,94,3,77.4,6.61,"Gamma","ui","baja","success"
29.79,8.37,91,2,81.9,5.88,"Gamma","db","crítica","success"
81.41,21.08,80,4,83.2,15.02,"Delta","api","alta","success"
11.31,11.2,77,1,70.7,11.59,"Alpha","db","baja","failed"
54.37,10.61,90,0,77.3,10.83,"Delta","api","baja","rolled_back"
48.52,14.91,89,4,NA,4.21,"Delta",NA,"crítica","failed"
21.82,20.75,68,3,64.9,13.69,"Delta","db","media","rolled_back"
17.6,13.6,77,1,80.8,3.7,"Gamma","test","media","success"
33.2,11.75,83,2,48.4,14.73,"Alpha","auth","media","failed"
42.8,13.33,87,2,66.3,5.05,"Gamma","ui","baja","success"
520.3,14.06,94,4,100,7.77,"Gamma","auth","alta","success"
28.79,4.97,97,3,68.8,12.11,"Beta","test","crítica","success"
53.06,23.76,NA,4,74.6,8.99,"Delta","db","alta","success"
12.67,14.65,87,0,58.9,6.47,"Alpha","test","media","success"
16.49,7.81,86,4,66.5,12.54,"Delta","api","crítica","success"
21.88,3.94,75,3,44.2,8.11,"Alpha","auth","baja","success"
27.73,15.17,79,2,78.5,5.16,"Gamma","ui","crítica","failed"
30.92,50.76,88,4,38.8,5.35,"Beta","test","media","success"
21.29,13.37,69,9,80.2,3.05,"Alpha","api","alta","failed"
42.94,19.09,75,6,73.7,12.22,"Gamma","db","media","success"
80.13,11.93,101,3,82.3,15.17,"Beta","auth","alta","failed"
20.16,19.47,93,4,83,11.2,"Alpha","auth","alta","failed"
23.44,12.22,76,2,77.2,2,"Beta","test","alta","failed"
8.69,16.02,75,1,83.8,23.73,"Beta","db","alta","success"
25.23,16.05,96,2,84.9,24.47,"Alpha","infra","baja","failed"
50.39,10.94,91,1,65.5,3.5,"Beta","test","alta","success"
21.04,6.27,87,1,80.7,1.75,"Beta","ui","alta","success"
12.19,32.96,91,4,58.3,4.85,"Beta","api","alta","success"
13.2,72.01,80,2,78.6,9.53,"Beta","api","baja","success"
51.38,23.22,90,3,64.9,5.33,"Gamma","api","media",NA
72.89,11.18,87,4,72.3,13.04,"Beta","auth","baja","success"
18.9,11.82,98,6,75.5,1.59,"Beta","api","baja","success"
59.76,36.04,86,4,86.6,9.32,"Alpha","db","crítica","success"
20.5,13.06,92,2,41.3,5.64,"Delta","api","alta","success"
17.36,7.53,92,6,43.1,4.89,"Beta","test","crítica","success"
71.22,11.15,91,2,61.5,NA,"Delta","db","baja","success"
82.99,4.93,82,1,74.2,2.93,"Beta","test","alta","success"
29.18,13.92,89,2,63.5,0.93,"Beta","api","alta","rolled_back"
12.92,17.56,84,4,85.3,3.68,"Beta","api","baja","success"
36.83,30.24,86,5,70.5,2.86,"Delta","infra","media","success"
13.21,15.24,74,3,91.8,5.01,"Alpha","ui","alta","success"
38.5,49.25,82,2,71.1,2.81,"Gamma","auth","media","success"
77.14,29.13,87,0,83.8,14.68,"Alpha","infra","baja","success"
28.62,11.47,86,3,48.4,5.24,"Gamma","auth","media","rolled_back"
30.06,10.8,80,2,91.1,14.78,"Gamma","auth","alta","success"
8.68,20.35,80,2,63.9,10.29,"Gamma","infra","alta","failed"
21.97,25.81,82,3,100,2.99,"Alpha","ui","media","rolled_back"
91.31,24.37,73,1,67.7,9.13,"Beta","ui","baja","failed"
12.21,11.61,78,3,56,NA,"Gamma","auth","alta","failed"
41.84,12.19,93,1,83.3,14.21,"Delta","db","alta","success"
18.2,6.82,91,2,80,5.13,"Alpha","api","alta","rolled_back"
16.19,6.36,100,0,34.1,16.87,"Beta","db","crítica","success"
91.93,34.66,98,1,64,8.48,"Alpha","auth","alta","failed"
7.41,3.23,81,3,99.4,3.1,"Gamma","api",NA,"success"
105.82,7.77,87,NA,94.7,NA,"Beta","db","crítica","success"
13.36,7.74,74,2,47.5,7.85,"Delta","infra","crítica","success"
11.85,5.95,97,2,76.1,4.22,"Alpha","db","baja","success"
40.7,22.01,NA,2,83.8,5.47,"Gamma","api","baja","success"
36.18,22.54,101,2,100,4.79,"Alpha","test","baja","rolled_back"
17.61,26.17,79,3,79.1,NA,"Delta","auth","baja","success"
13.46,54.16,68,1,100,39.18,"Alpha","auth","media","success"
16.36,16.19,86,4,76.3,7.65,"Gamma","test","crítica","failed"
72.53,7.51,63,3,67.4,5.9,"Delta","auth","alta","success"
29.71,9.1,78,5,58.6,8.29,"Delta","auth","baja","failed"
89.25,76.33,80,5,54.4,3.33,"Alpha","api","alta","rolled_back"
53.87,14.96,92,3,72.4,8.24,"Beta","auth","media","rolled_back"
45.77,15.95,85,4,79.4,3.57,"Beta","api","crítica","failed"
71.4,11.7,79,2,65.5,1.87,"Gamma","test","alta","success"
21.1,8.94,95,4,63.5,2.66,"Alpha","ui","media","failed"
54.19,15.25,85,3,93.7,11.1,"Beta","ui","media","success"
58.23,30.79,81,3,78,6.48,"Beta","test","crítica","success"
20.42,15.22,77,2,77.6,4.56,"Beta","api","baja","success"
159.46,9.48,88,4,78.6,NA,"Delta","infra","crítica","success"
55.23,41.22,71,5,74.9,3.9,"Beta","infra","media","success"
38.66,11.52,90,5,65.8,17.37,"Gamma","api","baja","failed"
43.53,15.33,92,2,90.7,NA,"Alpha","api","alta","success"
38.19,12.82,77,1,76.7,1.13,"Gamma","api","baja","success"
90.88,27.74,87,1,49.8,6.72,"Beta","auth","crítica","rolled_back"
24.64,19.93,88,4,86.7,7.71,"Alpha","db","media","failed"
52.53,15.55,89,3,79.8,7.79,"Gamma","ui","baja","failed"
17.53,7.12,79,1,39.4,9.7,"Beta","db","media","success"
6.91,33.68,90,8,69.2,6.4,"Alpha","auth","media","success"
13.8,23.03,113,3,83.1,18.22,"Gamma","api","baja","success"
84.24,17.98,105,6,55.2,2.13,"Gamma","test","baja","success"
70.32,10.11,76,0,48.2,26.36,"Beta","api","alta","rolled_back"
27.86,9.24,86,0,84,15.46,"Delta","db","media","success"
40.39,5.66,81,3,84.7,1.11,"Beta","auth","alta","rolled_back"
11.32,15.61,91,7,83.2,6.03,"Gamma","test","baja","rolled_back"
32.51,14.04,71,1,88.3,3.67,"Alpha","test","media","rolled_back"
35.56,14.55,96,5,83.9,13.86,"Gamma","ui","media","success"
18.45,30.46,102,3,57.9,1.02,"Beta","db","alta","success"
38.06,31.62,92,2,68.9,7.11,"Gamma","db","media","success"
23.29,15.33,85,0,77.2,5.87,"Gamma","infra","alta","rolled_back"
29.78,16.92,91,4,51.6,18.99,"Gamma","db","baja","success"
19.99,13.18,95,5,92.8,13.53,"Delta","infra","media","success"
36.05,33.05,75,4,76.9,9.33,"Beta","test","media","failed"
68.63,47.28,89,6,55.1,3.11,"Beta","infra","alta","failed"
49.83,9.46,95,2,67.8,3.21,"Delta","api","crítica","success"
25.44,12.89,84,1,65.7,2.96,"Alpha","auth","crítica","success"
41.35,14.48,91,4,64.5,5.89,"Gamma","api","alta","success"
23.61,21.43,72,1,55.3,20.91,"Alpha","infra","media","rolled_back"
9.79,16.19,92,2,88.3,4.54,"Beta","auth","crítica","success"
9.04,20.84,89,1,37,15.56,"Gamma","db","media","rolled_back"
NA,19,85,0,64.9,1.04,"Beta","api","media","success"
46.3,5.25,89,3,80,4.81,"Delta","api","media","success"
81.34,16.97,91,3,69.3,9.84,NA,"api","alta","failed"
30.98,12.26,80,6,52.9,15.29,"Alpha","db","alta","rolled_back"
19.47,11.18,86,3,56.4,9.19,"Alpha","test","media","rolled_back"
63.93,11.83,87,NA,89,9,"Beta","ui","baja","failed"
41.94,68,85,2,71,2.61,"Gamma","db","crítica","failed"
111.88,29.27,79,3,59.8,3.7,"Gamma","db","media","success"
47.69,21.75,83,5,65.1,7.86,"Delta","api","media","failed"
51.92,11.16,97,3,68,6.22,"Beta","ui","media","success"
72.44,62.02,83,3,54.4,14.97,"Alpha","api","alta","failed"
61.27,12.06,75,2,53.5,1.98,"Alpha","auth","alta","success"
16.33,4.67,103,2,62.9,3.02,"Gamma","auth","media","success"
79.55,16.69,81,1,65.5,3.2,"Alpha","api","media","failed"
29.6,53.24,78,0,48.2,30.4,"Beta","ui","alta","success"
73.64,5.65,93,2,82.7,54.25,"Gamma","db","alta","failed"
51.35,16.78,77,4,26.3,4.1,"Beta","infra","baja","success"
27.75,4.48,81,3,83.8,25.06,"Beta","ui","alta","success"
42.17,28.21,95,4,69.8,3.18,"Gamma","auth","crítica","failed"
29.2,17.92,83,4,48.7,15.86,"Delta ","auth","alta","success"
76.3,12.06,76,1,86.5,12.07,"Beta","db","alta","success"
21.9,13,87,1,80,1.15,"Beta","test","media","failed"
55.77,20.55,80,3,35.4,3.69,"Delta","ui","media","success"
6.61,13,82,2,94.9,19.08,"Alpha","auth","media","success"
18.79,23.73,78,4,100,30.21,"Alpha","db","media","success"
NA,11.32,93,3,81.7,4.4,"Beta","auth","media","rolled_back"
13.34,20.74,93,4,NA,10.48,"Delta","infra","crítica","rolled_back"
NA,17.76,108,2,88.7,5.64,"Alpha","api","baja","success"
21.31,15.67,80,2,71.5,27.37,"Beta","db","media","failed"
9.71,NA,92,2,53.9,1.69,"Delta","test","alta","failed"
20.11,7.56,80,1,NA,5.13,"Beta","auth","alta","rolled_back"
66.58,7.31,96,2,62.4,22.24,"Alpha","auth","alta","rolled_back"
9.29,10.82,77,2,70.1,30.96,"Beta","api","baja","failed"
22.31,14.49,87,4,79.5,14,"Delta","ui","media","rolled_back"
48.56,10.82,86,4,68.3,5.78,"Alpha","db","media","success"
12.83,35.24,89,2,93.3,21.23,"Beta","db","media","rolled_back"
40.16,16.49,84,2,60.4,4.47,"Beta","db","baja","success"
40.24,28.58,93,3,93.1,1.75,"Alpha","test","baja","success"
42.26,11.37,73,1,56.2,3.59,"Alpha","auth","alta","rolled_back"
83.23,17.15,89,3,45.7,14,"Delta","db","media","rolled_back"
25,32.9,69,5,81.3,2.71,"Beta","test","media","success"
